什麼是詞根	詞根是構詞的基本詞素，它與詞綴相對，並帶有主要的詞彙信息。	
18. cord [L]=	heart 心<br>常用詞accord，concord，discord 和record 等，都以詞根cord 為基礎。cord 源於拉丁名詞<br>cor 的屬格（即所有格）形式cordis 的詞幹部分，意義等於英語基本詞heart（心）。<br><br><br>accord [ac-(ad-)=towards 向；cord=heart 心→「a heart towards another heart 心心相向」→] I<br>n. agreement, or harmony 一致；和諧：Our opinions are in accord.我們的意見一致。→Ⅱv. be<br>of one heart, or agree 與……一致：His opinions accord with mine.他與我觀點一致。<br><br>▽accordance [accord;-ance n.] n.一致<br>accordant [accord;-ant a.] a.一致的<br>according (to) [accord;-ing a.] a.與……一致的；根據……<br><br><br>concord [con-(com-)=together 共同；cord=heart 心→「a heart together with another 心心與共」<br>→] n. the state of having the same heart, or agreement, or harmony 同心；一致；和諧：The old<br>couple live in concord.這對老夫妻相親相愛。<br><br>▽concordance [corcord;-ance n.] n.和諧；一致<br>concordant [concord;-ant a.] a.和諧的；一致的<br><br><br>discord [dis-=apart 離； cord=heart 心→ 「 a heart apart from another 心心相離」 → ] I n.<br>disagreement, or opposition of views 不一致；不和：The couple split up after years of discord.<br>吵了幾年，這對夫妻分手了。→Ⅱv. disagree, or quarrel 不和；爭吵：They often discord with<br>each other.他們經常鬧矛盾。<br><br>▽discordance [discord;-ance n.] n.不和；爭吵<br>discordant [discord;-ant a.] a.不和的；爭吵的<br><br><br>record [re-=back 回；cord=heart 心→「back in the heart 回到心裡」→「to put in the heart again,<br>as by writing it down 記下來以便回憶」→] I v. write down in permanent form 記錄，記載：A<br>great event like this should be recorded.這樣的大事應該記錄下來。→Ⅱn. recorded permanent<br>account 記錄，記載：original records 原始記錄材料<br><br>▽recordable [record;-able a.] a.可記錄的<br>recorder [record;-er n.] n.錄音機；記錄員<br>recordist [record;-ist n.] n.錄音員<br><br><br>cordial [cord=heart 心；-i-; -al a.=pertaining to……的→「pertaining to one's heart 內心的」→]<br>a. hearty or sincere 衷心的；誠心的：cordial congratulations 衷心的祝賀<br><br>▽cordiality [cordial;-ity n.] n.熱誠，誠心<br><br><br>cordiform [cord=heart 心；-i-;form n.=having the shape 有……形狀的→] a. having the shape<br>like a heart 心形的：a cordiform leaf 心形葉片<br><br><br>obcordate [ob-=reversed 倒轉的；cord=heart 心；-ate a.=having 有……性質的→] a. having the<br>shape like a reversed heart 倒心形的：an obcordate leaf 倒心形的葉片	
19. cresc, cret, cre [L]=	to grow 生長<br>常用詞crescent，increase，create 和concrete，表面看來似乎關係不大，其實是同根生的。<br>它們的詞幹部分cresc，cret 和cre 是一組同源異形根，都來自拉丁動詞crescere，意為to grow<br>（生長）。其中，cresc 是不定式詞干；cret 是動名詞詞干；cre 是cret 在添加後綴時的變形。<br><br><br>crescent [cresc=to grow 生長，變化；-ent n.=the state 表行為狀態→「the growing state（of the<br>moon）（月亮）變化的狀態」→] n.１ the visible part of the quarter moon which is growing larger<br>or smaller 月牙２ any object like a crescent 月牙形的東西/The national emblem of Turkey is a<br>crescent.土耳其的國徽是個月牙。<br><br><br>increase [in-=into 成；creas（cresc 的重讀式）=to grow 生長；-e→] I v. grow into a larger<br>amount;become greater or larger 增長；增加；增大：The production increases with years. 生<br>產逐年增長。→Ⅱn. growth 增長：the rate of increase 增長率<br><br><br>create [cre=to grow 生長；-ate v.=to make 使……→「to make to grow into shape 使生長成形」<br>→] v. make something exist 創造：to create more jobs 創造更多的就業機會<br><br>▽creation [creat(e);-ion n.] n.創造；創作；（大寫）創世<br>creator [creat(e);-or n.] n. 創造者；創始者；（大寫）造物主creature [creat(e);-ure n.] n.創造<br>物；生物；動物<br>creative [creat(e);-ive a.] a.有創造力的；創造性的；創作的<br><br><br>concrete [con-=together 一起；cret=to grow 生長；-e→「to grow or stick together 長在一起或<br>結成一塊」→] I v. solidify or harden 凝固；固結：The sands concreted into a mass. 沙土結成<br>塊。→Ⅱa. relating to a solidified thing; particular; real 固定有形的；具體的；實際的：a concrete<br>problem 具體問題III n. any mass of solidified particles, especially used in building 混凝土：<br>reinforced concrete 鋼筋混凝土<br><br>▽concretion [concret(e) v.;-ion n.] n.凝固；凝固物<br>concretive [concret(e) v.;-ive a.] a.凝結性的<br><br><br>decrease [de-=downward 向下；creas=to grow 生成，變化；-e→「to grow downward 向下變<br>化」→] I v. become less, or make less 減少；使變少：Water comsumption decreased.耗水量降<br>低了。→Ⅱn. reduction 減少；減少量：A big decrease in sales caused the supermarket to close.<br>銷售量銳減使得超市關了門。<br><br><br>increment [in-=into 成；cre=to grow 生長；-ment n.=the result 表行為結果→「the result of<br>growing into a larger amount 數量增長的結果」→] n. the amount of increase 增加量：monthly<br>increments 月增加額<br><br>▽incremental [increment;-al a.] a.增加的；增值的<br><br><br>increscent [in-=into 成；cresc=to grow 生長；-ent a.=-ing 有……特徵的→「growing into（the full<br>moon）長成（滿月）的」→] a. waxing of the moon（月亮）漸盈的：an increscent moon 盈<br>月<br><br><br>accretion [ac（- ad-）=to 向；cret=to grow 生長；-ion n.=the act or state 表動作或狀態→「growing<br>to 向……生長」→] n.１ continued growth 生長；增大：the accretion of cancer 腫瘤增大２<br>growing of parts into each other 合生，連生：accretion of two kinds of plants 兩種植物的合生<br>現象<br><br><br>excrescence [ex-=out 出；cresc=to grow 生長；-ence n.=the result 表行為結果→「growing or<br>growth which is out of the normal state 超出正常狀態的生長物」→] n. １ abnormal outgrowth<br>贅生物，瘤：an excresence on the neck 脖子上的瘤２ superfluous part 累贅，多餘物：This tree<br>is an excrescence in the painting.這棵樹在畫中是多餘的。<br><br>▽excrescent [ex-;cresc;-ent a.] a.贅生的；多餘的	
20. cub, cumb [L]=	to lie down 躺<br>常用詞incumbent，succumb，concubine 和incubate 是一組同根詞。詞根cub 來自拉丁動詞<br>cubare，詞根cumb 來自拉丁動詞cumbere；而cumbere 和cubare 實際上是同一個詞的異體，<br>意思都相當於英語的to lie down（躺，臥）。<br><br><br>incumbent [in-=upon 在……之上；cumb=to lie down 躺；-ent a.=-ing……的→「lying upon<br>somebody 躺在或賦予某人身上的」→] I a. lying or resting on（somebody）as an obligation 作<br>為責任的：It is incumbent on you to warn them.你有責任告誡他們。→Ⅱn. person on whom an<br>obligation lies;one who holds public office 負有責任者；任公職者：the struggle between the<br>incumbents and the candidates 現任者與候選人之間的鬥爭<br><br>▽incumbency [in-;cumb;-ency n.] n.責任；任職；職權<br><br><br>succumb [suc（- sub-）=under 在……之下；cumb=to lie down 躺倒→「to lie down under pressure,<br>illness etc.在壓力、疾病等之下躺倒」→] v.１ give way;yield 讓步，屈服：We will not succumb<br>to difficulties.我們決不向困難低頭。２ die 死：He succumbed to cancer.他死於癌症。<br><br><br>concubine [con-=together 共同；cub=to lie down 臥；-ine n.=female 女人→「woman who lies<br>down together with a man 與某男人同臥共宿的女人」→] n. woman who inhabits with a man<br>without being married 姘婦，情婦<br><br>▽concubinage [concubin(e);-age n.] n.情婦身份；非法同居<br><br><br>incubate [in-=on 在……上；cub=to lie 臥；-ate v.=to cause 使……→「to cause (a hen, etc.) to lie<br>on eggs 使（母雞等）臥在卵上」→] v.１sit on eggs in order to hatch them 孵卵，孵化：Even<br>a good hen can't incubate a wooden egg.母雞再好也孵不了木頭蛋。２ give form to;develop<br>把……醞釀成熟；使發展：to incubate a plan 醞釀一個計劃<br><br>▽incubation [incubat(e);-ion n.] n.孵化；醞釀<br>incubator [incubat(e);-or n.] n.孵化器<br>incubative [incubat(e);-ive a.] a.孵卵的；潛伏期的<br><br><br>incubus [in-=upon 在……之上；cub=to lie down 臥；-us n.=thing 物→「thing inclined to lie down<br>upon a person 喜歡臥在人的身上的東西」→] n. evil spirit supposed to lie down upon sleeping<br>persons;nightmare 壓在睡眠者身上的惡魔；夢魔：The debt is like an incubus on me.這筆債務<br>使我夢寐不安。<br><br><br>cubicle [cub=to lie 躺；-icle n.=small thing 小東西→「small room for lying down 供躺下歇息的<br>小房間」→] n.１ small bedroom 小臥室２ any small room 小室<br><br>▽cubicular [cub;-icular a.] a.寢室的<br><br><br>recumbent [re-=backward 向後；cumb=to lie 躺；-ent a.=-ing……的→] a. lying backward;reclining<br>躺著的；斜臥的：recumbent statue 雕塑的臥像<br><br>▽recumbency [recumben(t);-cy n.] n.斜臥；依靠<br><br><br>procumbent [pro-=forward 向前；cumb=to lie 躺；-ent a.=-ing……的→「lying forward 向前臥<br>著的」→] a. leaning forward;prostrate;prone 前俯的；平臥的；爬在地下的：The man fell<br>procumbent on the ground.那個人摔了個嘴啃泥。	
21. cult [L]=	to till 耕作<br>在culture，cultivate，agriculture 等常用詞中，包含著一個很重要的詞根cult，它是拉丁動詞<br>colere 的動名詞詞干（這個動詞的不定式詞干col 在英語中的派生詞很少，例詞見練習第4<br>題）。colere 的意思包含了古代社會的三種基本的社會活動：居住、耕作、敬神。所以，可<br>以用三個英語動詞來表示它的意思：inhabit，till 和worship。相應地，詞根cult 也包含了這<br>三種意思，但是主要意思是to till（耕作，栽培）。<br><br><br>cult [cult=to worship 崇拜→] n. system of formal worship or religious belief 禮拜；迷信：the cult<br>of personality 個人崇拜<br><br>▽cultism [cult;-ism n.] n.崇拜；迷信<br>cultist [cult;-ist n.] n.熱衷於搞迷信崇拜的人<br><br><br>cultivate [cult=to till 耕作；-iv(e)；-ate v.=to make capable of 使能……→「to make capable of<br>being tilled 使能用來耕種」→] v. １ make arable land;produce by tillage 耕作；栽培：to<br>cultivate the soil 耕地２ improve;develop 改進；培養：to cultivate the habit of analysis 養成分<br>析的習慣<br><br>▽cultivation [cultivat(e);-ion n.] n.耕作；培養；教養<br>cultivatable [cultivat(e);-able a.] a.可耕作的；可培養的<br><br><br>culture [cult=to till 耕作，栽培；-ure n.=the act or result 表示行為或結果→「tilling or the result<br>of tilling 耕作或栽培的結果」→] n.１ tillage 耕作２ cultivation 培養：moral culture 德育３<br>improvement by physical or mental training 教養：a man of considerable culture 文化修養高的<br>人４ special form or stage of civilization 文化；文明：the ancient culture 古代文化<br><br>▽cultural [cultur(e);-al a.] a.文化的；教養的<br><br><br>-culture 常作為合詞成分與其他詞根構詞，表示cultivation（栽培；培養）的意思。<br><br><br>agriculture [agri=field 田地；-culture=cultivation 栽培→「cultivation about fields 田地上的栽<br>培術」→] n. the science or practice of cultivating the soil and rearing animals 農學；農藝；農業<br><br>▽agricultural [agricultur(e);-al a.] a.農業的；農藝的；農學的<br>agriculturist [agricultur(e);-ist n.] n.農學家<br><br><br>apiculture [api(apis)=bee 蜂；-culture=cultivation 培養→] n. cultivation of bee;bee-keeping 養蜂<br>業；養蜂<br><br>▽apicultural [apicultur(e);-al a.] a.養蜂的<br>apiculturist [apicultur(e);-ist n.] n.養蜂專家<br><br><br>aquaculture [aqua=water 水；-culture=cultivation 培養→] n. cultivation of plans or breeding of<br>animals in water 水產養殖<br><br>▽aquacultural [aquacultur(e);-al a.] a.水產養殖的<br>aquaculturist [aquacultur(e);-ist n.] n.水產養殖專家<br><br><br>floriculture [flori (floris)=flower 花；-culture=cultivation 栽培→] n. cultivation of flowers 養花；<br>花卉栽培術<br><br>▽floricultural [floricultur(e);-al a.] a.養花的；花卉栽培的<br>floriculturist [floricultur(e);-ist n.] n.花匠；花卉栽培專家<br><br><br>pisciculture [pisci (piscis)=fish 魚； -culture=cultivation 培養→ ] n. cultiva-tion of fish;artificial<br>rearing of fish 魚類養殖<br><br>▽piscicultural [piscicultur(e);-al a.] a.養魚的；養魚術的<br>pisciculturist [piscicultur(e);-ist n.] n.養魚專家	
22. cur(r), curs, cours [L]=	to run 跑<br>cur(r)，curs，cours 都來源於拉丁動詞currere，意思相當於英語的to run（跑）。其中，cur(r)<br>來自不定式詞干curr；curs 是動名詞詞干；cours 是curs 的重讀形式。在構詞中，cur(r) 用<br>來構成動詞；curs 和cours 一般只出現於名詞和形容詞中。先介紹幾個常見的cur(r) 的派生<br>詞。<br><br><br>occur [oc-(ob-)=towards 向；cur=to run 跑→「to run towards 向……跑來」→] v.１ come about<br>出現：These animals occur in Africa only.這些動物只出現在非洲。２ happen 發生：Don't let<br>such accidents occur again.別讓這類事情再發生了。<br><br>▽occurrence [occur(r);-ence n.] n.出現；發生<br>occurrent [occur(r);-ent a.] a.目前正發生的；偶然發生的<br><br><br>current [curr=to run 跑；-ent a.=-ing……的→「running 跑動的，流動的」→] I a. running along<br>with the times 流行的：the current mode 流行式樣；→Ⅱn. the running of water, electricity, etc.<br>水流；電流等：the main current 主流<br><br><br>recur [re-=back, again 回，復；cur=to run 跑→「to run back again 又跑回來」→] v. come upon<br>or happen again 重來；復發：His illness recurred.他的病復發了。<br><br>▽recurrence [recur(r);-ence n.] n.重現；復發<br>recurrent [recur(r);-ent a.] a.再發生的；經常發生的<br><br><br>concur [con-=together 一起；cur=to run 跑→「to run together 一起跑來」→] v.１happen at the<br>same time 同時發生：Several mistakes concurred to bring about this accident.幾樁失誤同時發<br>生，造成了這場事故。２ agree or approve 同意；贊成：The whole class concurred with him.<br>全班都贊同他的意見。<br><br>▽concurrence [concur(r);-ence n.] n.同時發生；同意；贊同<br><br><br>以下介紹的是幾個含curs 的常用派生詞。<br><br><br>cursory [curs=to run 跑；-ory a.=like 像……的→「like running or going hastily 像奔跑或疾走的」<br>→] a. hasty;hurried 倉猝的；草率的：He is a cursory reader.他看書一目十行，不求甚解。<br><br>▽cursoriness [cursor(y);-ness n.] n.倉猝；草率<br><br><br>excursion [ex-=out of 外；curs=to run 跑；-ion n.=the act 表行為→「running out of home 離家<br>跑到外頭去」→] n. pleasure outing or trip 遠足，短途旅行：excursion train 旅遊列車<br><br>▽excursionist [excursion;-ist n.] n.遠足者，短途旅行者<br><br><br>precursor [pre-=before 前；curs=to run 跑；-or n.=person 人→「person running before others<br>跑在他人前面的人」→] n. forrunner;predecessor 先行者；前輩：Kepler was the precursor of<br>Newton.開普勒是牛頓的前輩人物。<br><br>▽precursory [precursor;-y a.] a.先行的；前輩的<br>最後，再介紹幾個cours 的常見派生詞。<br><br><br>course [cours=to run 跑；-e→「running forward 向前的跑動」→] I n.１onward movement 行進；<br>進程：the course of events 事態的發展過程２ path in which anything runs or moves 道路，路<br>線：the course of a river 河道→Ⅱv. run; run after 跑；追：Blood courses through the veins.<br>血液在血管中循環流動。<br><br><br>discourse [dis-=away, out 離，出；cours=to run 跑；-e→「running out or outpouring（of words）<br>（話語的）滔滔而出」→] n. speech; talk or conversation 演說；會談：a discourse on ancient<br>Rome civilization 有關古羅馬文化的演講<br><br>        <br>recourse [re-=back 回；cours=to run 跑；-e→「running back or return 往回跑，回歸」→] n. the<br>freedom to a return, or the right to a payment 要求歸返權；追索權：I maintain my recourse to<br>you.我保留對你的追索權。	
23. cur [L]=	care 關心<br>在常用詞cure，curious，accurate，secure 中含有詞根cur，它來自拉丁名詞cura，意思相當<br>於care（關心，注意）。這個詞根與剛剛介紹的意為to run（跑）的詞根cur(r)形態相同。但<br>是，在實際構詞中，兩者除了含義不同，發音與形狀也不一樣。舉例來說，詞根cur(r)在recur，<br>current，curriculum 等派生詞中，或者出現在重讀尾音節，發[k?:]的音，或以curr 的形式添<br>加後綴，發[kɑ:]或[k?]的音。現在要介紹的這個cur，一定要添加後綴構詞，發音總是[kj??]。<br><br><br>cure [cur=care 關心；-e→「care for the sick 對病人的關心」→] I n. means of healing;remedy<br>治療；治法：Scientists are working on a cure for cancer. 科學家正在研究治療癌症的方法。→<br>Ⅱv. relieve the sickness;make well 治療；治癒：The doctor cured him of bad cold.醫生治好了他<br>的重感冒。<br><br>▽cureless [cure n.;-less a.] a.無法治療的<br>curable [cur(e) v.-able a.] a.可治療的<br>curative [cur(e) v.;-ative a.] a.治療的<br><br><br>curious [cur=care 關心，注意；-i-; -ous a.=causing 引起……的→「causing one's care 惹人注<br>意的」 →] a.１ strange;surprising 奇怪的；新奇的：a curious idea 怪念頭２ eager to<br>learn;inquisitive 好奇的；愛打聽的：Don't be too curious about what you are not supposed to<br>know.不要你知道的事，就不要多打聽。<br><br>▽curiosity [curio(u)s;-ity n.] n.新奇；好奇<br>incurious [in-;curious a.] a.無好奇心的；沒興趣的<br><br><br>accurate [ac- (ad-)=to 對；cur=care 關心，注意；-ate a.=having 有……的→「having much care<br>to 對……極為注意的」→] a. exact;without error 精確的；準確的：The answer is accurate in<br>every detail.這個答案精確無誤。<br><br>▽accuracy [ac-;cur;-acy n.] n.精確；準確<br><br><br>secure [se-=apart 離開；cur=care 關心；-e→「apart from the state of care 離開掛念狀態的」<br>→] I a. untroubled by danger or apprehension 無憂無慮的；安心的：She felt secure to her own<br>future.她對未來感到放心。２ safe against attack 安全的：secure place 安全的地方→Ⅱv. cause<br>or make safe 使安全：We must secure our supply line.我們必須保障運輸線的安全。<br><br>▽security [secur(e) a.;-ity n.] n.安全；保護<br>securement [secure v.;-ment n.] n.把握；穩當性<br><br><br>procure [pro-=for 為；cur=care 關心；-e→「to give one's care for 為……而關心」→] v. obtain<br>by care or effort;acquire 獲取；取得：He can procure a ticket for you.他會替你弄到一張票。<br><br>▽procurable [procur(e);-able a.] a.可獲得的<br>procural [procur(e);-al n.] n.獲得；取得<br><br><br>curate [cur=care 關心；-ate n.=person 人→「person in charge of the care of others 負責關心他<br>人者」→] n. person who assists a parish priest with the care of souls 副牧師（協助牧師關心人<br>們靈魂的人）<br><br><br>curator [cur=care 關心，照料；-ator (-ate +-or) n.=person who acts 做……者→] n.１ manager<br>or keeper 管理者２ keeper or custodian of museum, library, etc.（博物館、圖書館等）館長<br><br>▽curatorship [curator;-ship n.] n.管理者或館長的職位或身份	
24. cycl [GK]=	circle 圓環<br>常用詞cycle，bicycle 和encyclopaedia 中，含有詞根cycl，它源於希臘名詞kuklos，意為circle<br>（圓環）。cycl 多見於科技術語，一般只與希臘語源的詞根或詞綴相結合。<br><br><br>cycle [cycl=circle 圓環； -e → 「 a circle of time running 時間轉了一圈」 → ] n. recurrent<br>period;period of a thing completion 循環；週期：the cycle of the seasons 季節的循環<br><br>▽cyclic [cycl(e);-ic a.] a.週期的；循環的<br><br><br>bicycle [bi-=two 二；cycl=circle 圓環；-e→「two circles 兩個圓輪」→] I n. two-wheeled vehicle<br>兩輪腳踏車，自行車→Ⅱv. ride on a bicycle 騎自行車：to bicycle to school 騎自行車上學<br><br>▽bicyclist [bicycl (e);-ist n.] n.騎自行車的人<br><br><br>unicycle [un=one 一；-i-; cycl=circle 圓環；-e→「one-circled vehicle 一個輪的車」→] n.<br>one-wheeled vehicle used by acrobats（雜技演員用的）獨輪車<br><br><br>autocycle [auto-=automatic 自動；cycle=bicycle 腳踏車→] n. automatic bicycle, or bicycle with<br>auxiliary engine 機器腳踏車<br><br><br>encyclopaedia [en-=in 在……之內；cycl=circle 圓圈→all directions or fields 各方面；-o-;paedia<br>（與pacideia「教育」混淆）=education 教育→「book giving education or knowledge in all fields<br>提供各方面知識的書」→] n. work containing information on all branches of knowledge 百科全<br>書：Encyclopaedia Britannica《大不列顛百科全書》<br><br>▽encyclopaedic [encyclopaed(ia);-ic a.] a.百科全書（式）的<br>encyclopaedism [encyclopaed(ia);-ism n.] n.知識淵博<br>encyclopaedist [encyclopaed(i);-ist n.] n.百科全書編纂者<br><br><br>cyclone [cycl=cicle 圓；-one n.=thing, wind 物，風→「wind in a circle 圓環狀的風」→] n. wind<br>whirling around a low barometric center 旋風，氣旋（圍繞低氣壓中心旋轉的風）<br><br>▽cyclonic [cyclon(e);-ic a.] a.氣旋的<br><br><br>hemicycle [hemi=half 半；cycl=circle 圓；-e→「half circle 半個圓」→] n. semicircular figure 半<br>圓形<br><br><br>tetracycline [tetra=four 四；cycl=circle, ring 環；-ine n.=medicine 藥→] n. medicine of four-ring<br>compounds in which carbon atoms are linked with other atoms 四環素	
25. dem [GK]=	the people 人民<br>dem 源於希臘名詞demos，意思相當於the people（人民）。在添加後綴時，它常帶有連接<br>字母-o-，可以把demo 當作dem 的異體。<br><br><br>democracy [demo=the people 人民；-cracy n.=power 權力→rule or ruling body 統治，政體→<br>「 rule or ruling body by the people 人民的統治或政權」 → ] n. government by all the<br>people;society characterized by recog-nizing the equal rights of all the people 民主政權；民主社<br>會<br><br><br>democrat [demo=the people 人民；-crat n.=supportor of a government 某種政體的支持者→<br>「supportor of a government by all the people 人民政權的支持者」→] n. supportor or advocate<br>of democracy 民主主義者<br><br>▽democratism [democrat;-ism n.] n.民主主義<br>democratic [democrat;-ic a.] a.民主主義的；民主政體的<br>democratize [democrat;-ize v.] v.使民主化<br><br><br>demos [demos=the people 人民→] n. the people;the populace 人民，民眾；大眾<br><br>▽demotic [dem(os);-otic a.] a.民眾的；通俗的<br><br><br>demography [demo=the people 人民→the population 人口；-graphy n.=writing 著作→recording<br>and study 記錄與研究→「the recording and study of the population 對人口的記錄與研究」→]<br>n. the study of statistics of births, deaths, disease, etc.人口統計學<br><br>▽demographic [demograph(y);-ic a.] a.人口統計的<br>demographer [demograph(y);-er n.] n.人口統計學者<br><br><br>demagogue [dem=the people 人民；agogue=leader 引導者→「leader of the people 民眾領袖」<br>→] n. political agitator appealing to desires of the mob 蠱惑民眾的政治鼓動家<br><br>▽demagogic [demagog (ue);-ic a.] a.蠱惑的；煽動的<br>demagogism [demagog(ue);-ism n.] n.煽動；煽動主義<br>demagogy [demagog(ue);-y n.] n.煽動；煽動性宣傳<br><br><br>epidemic [epi-=upon 在……之上；dem=the people 民眾；-ic a.=being……的→「being upon the<br>people 發生在民眾身上的」→] I a. prevalent among the people in a certain place at a certain<br>time 流行性的：Polio was once an epidemic disease.小兒麻痺症曾是一種流行性傳染病。→Ⅱ<br>n. epidemic disease 流行病：to prevent epidemics 預防流行病<br><br><br>endemic [en-=in 在……之中；dem=the people 人民；-ic a.=being……的→「being in the people<br>of a certain area 存在於某個地區民眾中的」→] I a. prevalent in a particular area or nation 某地<br>（或某種人）特有的，地方性的：Cholera was an endemic disease in India.霍亂曾是印度特有<br>的地方病。→Ⅱn. disease of an endemic nature 地方性流行病；風土病：Some endemics have<br>become epidemic diseases in the world.有些地方性疾病已變成世界性的流行病。<br><br>▽endemicity [endemic a.;-ity n.] n.地方性；風土性<br><br><br>pandemic [pan-=whole 全，遍；dem=the people 人民；-ic a.=pertaining to……的→「pertaining<br>to the whole people 涉及全民的」→] a. prevalent over the whole of a country or the whole<br>world 流行全國（或全世界）的：a pandemic influenza 世界性流感	
26. dic, dict [L]=	to say 說<br>詞根dic 是拉丁動詞dicere 的不定式詞干；dict 是動名詞詞干，意思都相當於to say（說）。<br>在英語中，dic 的派生詞較少，dict 的派生能力卻很強。<br><br><br>indicate [in-=towards 對；dic=to say 說；-ate v.→「to say towards some-thing 針對某事說話」<br>→] v.１ point out;make known 指出；表明：The arrow indicates the direction of advance. 箭頭<br>指出前進方向。２ show;suggest 表示；暗示：High fever indicates severe illnesss.高燒表示病<br>重。<br><br>▽indication [indicat(e);-ion n.] n.指示；象徵<br>indicator [indicat(e);-or n.] n.指示者；指示器<br>indicative [indicat(e);-ive a.] a.指示的；象徵的；陳述的<br><br><br>dictate [dict=to say 說→saying 話；-ate v.=to do 做→「to do a saying 做一次講話」→] v.１say or<br>read for another to write 口述，使聽寫：He dictated a letter to the typist.他向打字員口授一封<br>信。２say commands 命令，支配：He will not be dictated to you.他不會聽命於你的。<br><br>▽dictation [dictat(e);-ion n.] n.口述；聽寫<br><br><br>dictator [dictate(e) v.命令；-or n.=person 人→「person who dictates laws, commands, etc.發佈<br>法令者」→] n. absolute ruler 獨裁者，專政者：fascist dictators 法西斯獨裁者<br><br>▽dictatorship [dictator;-ship n.] n.獨裁；專政<br>dictatorial [dictator;-ial a.] a.獨裁的；專政的<br><br><br>diction [dict=to say 說話；-ion n.=the manner 表行為方式→「the manner or art of saying 說話<br>的方式或藝術」→] n. choice of words and phrases in speaking 措詞，辭令：Bad diction marred<br>the effectiveness of his speech.措詞不當削弱了他講話的效果。<br><br><br>dictionary [diction n. 措詞；-ary n.=thing 物→「book for diction 措詞用書」→] n. book explaining<br>the use of words in a language 詞典，字典：an English-Chinese dictionary 英漢詞典<br><br><br>contradict [contra-=against 對抗；dict=to say 說→「to say against 以言相抗」→] v.１ speak<br>against 反駁：Students may contradict their teachers.學生可以反駁教師。２ deny 否認：Don't<br>contradict what you just testified.別否認你剛剛證實的東西。３ hold the opposite of 同……矛<br>盾：to contradict oneself 自相矛盾<br><br>▽contradiction [contradict;-ion n.] n.矛盾<br>contradictory [contradict;-ory a.] a.矛盾的；對立的<br><br><br>dictum [dict=to say 說；-um n.=thing done 所做的事→「something said 有人說過的話」→] n.<br>saying;authoritative saying 名言；格言：There is an old dictum that blood is thicker than water.<br>古話說，血濃於水。<br><br><br>edict [e-（ex-）=out from 自……而出；dict=to say 說→saying 話→「saying out from（the<br>authorities）（當權者）發出的話」→] n. order issued by authority 法令：the king's edict 國王<br>的命令<br><br>▽edictal [edict;-al a.] a.法令的<br><br><br>predict [pre-=beforehand 事先；dict=to say 說→「to say beforehand 事先說出」→] v. say what<br>will happen in the future;foretell 預言；預告：The weather forecasting center predicted rain for<br>tomorrow.氣象站預告明天有雨。<br><br>▽prediction [predict;-ion n.] n.預言；預告<br>predictive [predict;-ive a.] a.預兆的<br><br><br>benediction [bene=good 好；dict=to speak 說；-ion n.=-ing 表行為→「good speaking 說好話」<br>→] n. blessing 祝福：sincere benediction 誠心的祝福<br><br>▽benedictive [bene;dict;-ive a.] a.祝福的<br><br><br>malediction [male=ill, evil 壞，惡；dict=to speak 說；-ion n.=-ing 表行為→] n. evil-speaking;curse<br>誹謗；咒罵：irresponsible malediction 不負責任的誹謗<br><br>▽maledictive [male;dict;-ive a.] a.誹謗的；咒罵的	
27. doc, doct [L]=	to teach 教<br>在常用詞doctor，document 和doctrine 中，doc 和doct 是來自拉丁動詞docere 的一對同源<br>異形根，意思相當於to teach（教）。<br><br><br>doctor [doct=to teach 教；-or n.=person 人→「person who teaches, or a learned person 為師者，<br>有學問的人」→] n. １ one who holds the highest degree in a certain field 博士（獲得某學科<br>最高學位的人）：Doctor of Science 理科博士２one who is trained and licensed to practice<br>medicine 醫生：to go to see the doctor's 去就醫<br><br>▽doctorate [doctor;-ate n.] n.博士頭銜；博士學位<br>doctoral [doctor;-al a.] a.博士的<br><br><br>document [doc=to teach 教； -u-;-ment n.=thing 物→ 「 thing written for teaching or giving<br>information 用以示教的書面材料」→] n. paper or other material giving information, proof, or<br>evidence 文件；文獻：clas-sified documents 保密文件<br><br>▽documentary [document;-ary a./n.] a.公文的n.紀錄片documental<br><br><br>[document;-al a.] a.文件的；文獻的<br>doctrine [doctr（doct）=to teach 教；-ine n.=something done 表行為對像→「something taught<br>教導的內容」→] n. body of teachings orinstructions 教義；教條：Christian doctrine 基督教教<br>義<br><br>▽doctrinaire [doctrin(e) n.;-aire n.] n.教條主義者<br>doctrinal [doctrin(e);-al a.] a.教條的<br><br><br>docile [doc=to teach 教；-ile a.=capable of 可……的→「capable of being taught」→] a. easy to<br>teach, train or manage 易管教的；易馴服的；馴良的：a docile horse 一匹馴良的馬<br><br>▽docility [docil(e);-ity n.] n.馴服；溫順<br><br><br>indoctrinate [in-=into 進入；doctrin(e）n.=principle 教義；-ate v.=to cause 使……→「to cause<br>some principle or belief into one's mind 使某種教義或信仰進入頭腦」→] v. imbue;instruct in 灌<br>輸；教授：They often indoctrinate their children with patriotic thoughts.他們經常向孩子們灌輸<br>愛國思想。	
